ID,Timestamp,ชั้น,เบอร์,หมวดงาน,หัวข้อ,ไฟล์,URL,สถานที่,Dynamic Fields,Combination,,,,
1755851000371-wrobzg31y,22/8/2568 15:23:20,-,ชั้น 1,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงดิ่งของผนังของกำแพงที่จะเทกับผนังที่แล้วกับชั้นที่จะเทใหม่,--ชั้น 1-รูปแสดงดิ่งของผนังของกำแพงที่จะเทกับผนังที่แล้วกับชั้นที่จะเทใหม่-2025-08-22T08-23-16-177Z.jpg,https://drive.google.com/file/d/1bVzXnrjMO_qZs_pctEv-FTqduC3Kki3U/view,"SF Cinema, 403, Phra Phrom, จังหวัดนครศรีธรรมราช,","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 1""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C18"",""ชั้น"":""ชั้น .1"",""Gridline"":""18/K""}"
1755918540470-8lvzlx16u,23/8/2568 10:09:00,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงภาพโดยรวมของเหล็กเสริมทั่วไปก่อนเทคอนกรีต SilpForm,--ชั้น 2-รูปแสดงภาพโดยรวมของเหล็กเสริมทั่วไปก่อนเทคอนกรีต SilpForm-2025-08-23T03-08-56-077Z.jpg,https://drive.google.com/file/d/1vGJN_2wMuobt8mtaInfZ59gk4v9YLRLc/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C35"",""ชั้น"":""ชั้น .1"",""Gridline"":""W/22""}"
1755918549127-kqa1ekv24,23/8/2568 10:09:09,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงระยะเหล็กปลอกแนวนอนและเหล็กปลอกมุมผนัง,--ชั้น 2-รูปแสดงระยะเหล็กปลอกแนวนอนและเหล็กปลอกมุมผนัง-2025-08-23T03-09-03-650Z.jpg,https://drive.google.com/file/d/1fSMiHSrrVzAzMGG34-ToDOG0sRbUT4Ih/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C37"",""ชั้น"":""ชั้น .1"",""Gridline"":""U/23""}"
1755918556843-a19h9fv8e,23/8/2568 10:09:16,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงการเสริมเหล็กมุมกำแพงที่มูมฉากในแนวนอน,--ชั้น 2-รูปแสดงการเสริมเหล็กมุมกำแพงที่มูมฉากในแนวนอน-2025-08-23T03-09-12-156Z.jpg,https://drive.google.com/file/d/1gFfjwFVcO2o_86Dz0EJlHQIVnJiJSs1v/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C36"",""ชั้น"":""ชั้น .1"",""Gridline"":""Y/23""}"
1755918564811-36y5mm6jo,23/8/2568 10:09:24,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงตำแหน่งเหล็กเสริมบริเวณBlockout ประตูลิฟต์,--ชั้น 2-รูปแสดงตำแหน่งเหล็กเสริมบริเวณBlockout ประตูลิฟต์-2025-08-23T03-09-19-830Z.jpg,https://drive.google.com/file/d/1EbaQNwROdUner2L46WnjjjQfx1Nvp9T6/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C20"",""ชั้น"":""ชั้น .1"",""Gridline"":""K/21""}"
1755918571705-zwvw22nq8,23/8/2568 10:09:31,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงขนาดเหล็ก/รหัสเหล็กและSDข้างเหล็กเส้นของเหล็กหลัก,--ชั้น 2-รูปแสดงขนาดเหล็ก/รหัสเหล็กและSDข้างเหล็กเส้นของเหล็กหลัก-2025-08-23T03-09-27-600Z.jpg,https://drive.google.com/file/d/1JwfKw2yGlV31pfbRBb48j0ad3WShOnM2/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C3"",""ชั้น"":""ชั้น .1"",""Gridline"":""Q/26""}"
1755918578787-vqcwtd7s8,23/8/2568 10:09:38,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงขนาดความหนาที่ด้านบนผนังเป็นไปตามแบบ,--ชั้น 2-รูปแสดงขนาดความหนาที่ด้านบนผนังเป็นไปตามแบบ-2025-08-23T03-09-34-467Z.jpg,https://drive.google.com/file/d/1SXSJybBKn4oCiJ8c_U6VoJGn-zb4KmlM/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C8"",""ชั้น"":""ชั้น .1"",""Gridline"":""Y/26""}"
1755918585856-qvyoluzgz,23/8/2568 10:09:45,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงการเสริมเหล็กมุมกำแพงที่ตำแหน่ง3ทางในแนวนอน,--ชั้น 2-รูปแสดงการเสริมเหล็กมุมกำแพงที่ตำแหน่ง3ทางในแนวนอน-2025-08-23T03-09-41-886Z.jpg,https://drive.google.com/file/d/1Io26rt1orTWNgTO8VIAl2ht2ZuxmGCh7/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C6"",""ชั้น"":""ชั้น .1"",""Gridline"":""M/26""}"
1755931841232-j28nygdgz,23/8/2568 13:50:41,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงการตรวจSLUMPคอนกรีตก่อนเทปูน,--ชั้น 2-รูปแสดงการตรวจSLUMPคอนกรีตก่อนเทปูน-2025-08-23T06-50-36-906Z.jpg,https://drive.google.com/file/d/1OO-CeAAzN-exchrvVN5foe9J6jgRZt1q/view,"SF Cinema, 403, Phra Phrom, จังหวัดนครศรีธรรมราช,","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C7"",""ชั้น"":""ชั้น .1"",""Gridline"":""P/28""}"
1755931892601-daaibdh54,23/8/2568 13:51:32,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงตรวจสอบกำลังอัดของคอนกรีตจากบิลปูนถูกต้องตามข้อกำหนด,--ชั้น 2-รูปแสดงตรวจสอบกำลังอัดของคอนกรีตจากบิลปูนถูกต้องตามข้อกำหนด-2025-08-23T06-51-27-267Z.jpg,https://drive.google.com/file/d/1hP_fgXGwPYRloSYkdDdoBK95y8QfBIkC/view,"SF Cinema, 403, Phra Phrom, จังหวัดนครศรีธรรมราช,","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C4"",""ชั้น"":""ชั้น .1"",""Gridline"":""M/21""}"
1755939019550-7a29niwml,23/8/2568 15:50:19,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงผิวคอนกรีตหลังเทคอนกรีต SilpForm จบรอบเทคอนกรีตต่อครั้ง,--ชั้น 2-รูปแสดงผิวคอนกรีตหลังเทคอนกรีต SilpForm จบรอบเทคอนกรีตต่อครั้ง-2025-08-23T08-50-13-303Z.jpg,https://drive.google.com/file/d/1GJNcTdM3DhAJGk3FoIhR0HjrBlHKcrVu/view,"Pattanakarn Thungprang Road, เทศบาลนครนครศรีธรรมราช, จังหวัดนครศรีธรรมราช","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C30"",""ชั้น"":""ชั้น .1"",""Gridline"":""T/16""}"
1756085508331-332bjstlw,25/8/2568 08:31:48,-,ชั้น 2,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงดิ่งของผนังของกำแพงที่จะเทกับผนังที่แล้วกับชั้นที่จะเทใหม่,--ชั้น 2-รูปแสดงดิ่งของผนังของกำแพงที่จะเทกับผนังที่แล้วกับชั้นที่จะเทใหม่-2025-08-25T01-31-44-461Z.jpg,https://drive.google.com/file/d/1c32kosWB5KldMDo8rhqnZa82AsyyD4JA/view,"SF Cinema, 403, Phra Phrom, จังหวัดนครศรีธรรมราช,","{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 2""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C34"",""ชั้น"":""ชั้น .1"",""Gridline"":""X/16""}"
1756955872943-r7xo5dfh5,4/9/2568 10:17:52,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงภาพโดยรวมของเหล็กเสริมทั่วไปก่อนเทคอนกรีต SilpForm,--ชั้น 3B-4 -รูปแสดงภาพโดยรวมของเหล็กเสริมทั่วไปก่อนเทคอนกรีต SilpForm-2025-09-04T03-17-46-225Z.jpg,https://drive.google.com/file/d/1MCVIK747BnxGawW_Vbp2Fph6uiCq3FAA/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C9"",""ชั้น"":""ชั้น .1"",""Gridline"":""X/12""}"
1756955881738-0mzmf7dfm,4/9/2568 10:18:01,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงระยะเหล็กปลอกแนวนอนและเหล็กปลอกมุมผนัง,--ชั้น 3B-4 -รูปแสดงระยะเหล็กปลอกแนวนอนและเหล็กปลอกมุมผนัง-2025-09-04T03-17-57-085Z.jpg,https://drive.google.com/file/d/1CAiK7ayPHaOQpy6VvHf7bYO6yQNT3lcF/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C29"",""ชั้น"":""ชั้น .1"",""Gridline"":""T/12""}"
1756955891575-6e7ywcq04,4/9/2568 10:18:11,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงการเสริมเหล็กมุมกำแพงที่มูมฉากในแนวนอน,--ชั้น 3B-4 -รูปแสดงการเสริมเหล็กมุมกำแพงที่มูมฉากในแนวนอน-2025-09-04T03-18-05-605Z.jpg,https://drive.google.com/file/d/1owvyU5GMM5WyTaM6EGUPKf5CXA4Xrsz-/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""Zone"":""Zone 1  "",""ชั้น"":""ชั้น 1 "",""Gridline"":""-""}"
1756955899999-v7xqrgc0f,4/9/2568 10:18:19,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงการเสริมเหล็กมุมกำแพงที่ตำแหน่ง3ทางในแนวนอน,--ชั้น 3B-4 -รูปแสดงการเสริมเหล็กมุมกำแพงที่ตำแหน่ง3ทางในแนวนอน-2025-09-04T03-18-15-257Z.jpg,https://drive.google.com/file/d/1o3Y-dGkLx5sbhtyDpxdastvUGbjwUIvD/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""Zone"":""Zone 3"",""ชั้น"":""ชั้น 1"",""Gridline"":""-""}"
1756955908980-gcuews7mh,4/9/2568 10:18:28,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงขนาดเหล็ก/รหัสเหล็กและSDข้างเหล็กเส้นของเหล็กหลัก,--ชั้น 3B-4 -รูปแสดงขนาดเหล็ก/รหัสเหล็กและSDข้างเหล็กเส้นของเหล็กหลัก-2025-09-04T03-18-23-788Z.jpg,https://drive.google.com/file/d/1SyDhCLhJE4vP4kyJC6pM3oCHtJY13ZNI/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""Zone"":""Zone 2"",""ชั้น"":""ชั้น 1"",""Gridline"":""-""}"
1756955916484-rn999snqs,4/9/2568 10:18:36,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงตำแหน่งเหล็กเสริมบริเวณBlockout ประตูลิฟต์,--ชั้น 3B-4 -รูปแสดงตำแหน่งเหล็กเสริมบริเวณBlockout ประตูลิฟต์-2025-09-04T03-18-31-994Z.jpg,https://drive.google.com/file/d/1sx1xCiSRMLH9uq-XHClk9a2EjQ6pE0HW/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C15"",""ชั้น"":""ชั้น .1"",""Gridline"":""S/3""}"
1756955924317-dcu85o29r,4/9/2568 10:18:44,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงขนาดความหนาที่ด้านบนผนังเป็นไปตามแบบ,--ชั้น 3B-4 -รูปแสดงขนาดความหนาที่ด้านบนผนังเป็นไปตามแบบ-2025-09-04T03-18-39-469Z.jpg,https://drive.google.com/file/d/1rJ8frgJIq_A33GHaKpbnrTWwdRRrhjnd/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C32"",""ชั้น"":""ชั้น .1"",""Gridline"":""Y/3""}"
1756955948786-wh10dvjly,4/9/2568 10:19:08,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงขนาดความหนาที่ด้านบนผนังเป็นไปตามแบบ,--ชั้น 3B-4 -รูปแสดงขนาดความหนาที่ด้านบนผนังเป็นไปตามแบบ-2025-09-04T03-19-04-043Z.jpg,https://drive.google.com/file/d/11IvB16tk8u18dhFTEwQOVR7pvDp2I308/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C33 "",""ชั้น"":""ชั้น .1"",""Gridline"":""X/8""}"
1756955955805-hl0jucmxl,4/9/2568 10:19:15,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงตรวจสอบกำลังอัดของคอนกรีตจากบิลปูนถูกต้องตามข้อกำหนด,--ชั้น 3B-4 -รูปแสดงตรวจสอบกำลังอัดของคอนกรีตจากบิลปูนถูกต้องตามข้อกำหนด-2025-09-04T03-19-11-417Z.jpg,https://drive.google.com/file/d/1n6bHoL_rlpGJYIhEwhDDVYXO3iMqU6kq/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C31"",""ชั้น"":""ชั้น .1"",""Gridline"":""T/8""}"
1756955962839-uj18810fr,4/9/2568 10:19:22,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงการตรวจSLUMPคอนกรีตก่อนเทปูน,--ชั้น 3B-4 -รูปแสดงการตรวจSLUMPคอนกรีตก่อนเทปูน-2025-09-04T03-19-18-486Z.jpg,https://drive.google.com/file/d/1QflZQPZrgZbhAQ7sOuguNhQsxYSa8uk5/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C1"",""ชั้น"":""ชั้น .1"",""Gridline"":""L/9""}"
1756955970222-85rzhw3ud,4/9/2568 10:19:30,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงผิวคอนกรีตหลังเทคอนกรีต SilpForm จบรอบเทคอนกรีตต่อครั้ง,--ชั้น 3B-4 -รูปแสดงผิวคอนกรีตหลังเทคอนกรีต SilpForm จบรอบเทคอนกรีตต่อครั้ง-2025-09-04T03-19-25-543Z.jpg,https://drive.google.com/file/d/16QllP83M3dewQLGRIZ8Wfst-MC1DSJwE/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C25"",""ชั้น"":""ชั้น .1"",""Gridline"":""H/10""}"
1756956180481-m27mvbwrf,4/9/2568 10:23:00,-,ชั้น 3B-4 ,กำแพงลิฟต์และผนังบันได CORE ST-1,รูปแสดงดิ่งของผนังของกำแพงที่จะเทกับผนังที่แล้วกับชั้นที่จะเทใหม่,--ชั้น 3B-4 -รูปแสดงดิ่งของผนังของกำแพงที่จะเทกับผนังที่แล้วกับชั้นที่จะเทใหม่-2025-09-04T03-22-54-933Z.jpg,https://drive.google.com/file/d/1vk4v5fZbTwoPSQgEu43f9xtEs_JBf5nH/view,แนบจากแกลลอรี,"{""อาคาร"":""-"",""ชั้น/Floor"":""ชั้น 3B-4 ""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C26"",""ชั้น"":""ชั้น .1"",""Gridline"":""F/6""}"
1757557330692-luwk92n8j,11/9/2568 09:22:10,-,C2,งานเสา,รูปแสดงภาพโดยรวมของเสาก่อนปิดแบบ,--C2-รูปแสดงภาพโดยรวมของเสาก่อนปิดแบบ-2025-09-11T02-22-05-581Z.jpg,https://drive.google.com/file/d/1-tcZXTufVRgs1TAfjp9HqKzP4HHgkn5Y/view,"SF Cinema, 403, Phra Phrom, จังหวัดนครศรีธรรมราช,","{""อาคาร"":""-"",""เสาเบอร์"":""C2"",""ชั้น"":""ชั้น .1"",""Gridline"":""N/13""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C40"",""ชั้น"":""ชั้น .1"",""Gridline"":""-""}"
1757557339675-i501rpodd,11/9/2568 09:22:19,-,C2,งานเสา,รูปแสดงระยะเหล็กปลอกช่วงเกิน0.80ม.-1.20ม.จากพื้นโครงสร้าง,--C2-รูปแสดงระยะเหล็กปลอกช่วงเกิน0.80ม.-1.20ม.จากพื้นโครงสร้าง-2025-09-11T02-22-15-129Z.jpg,https://drive.google.com/file/d/1cyFFkS-P_upOEx6xexCeU19OH-22s2jJ/view,"SF Cinema, 403, Phra Phrom, จังหวัดนครศรีธรรมราช,","{""อาคาร"":""-"",""เสาเบอร์"":""C2"",""ชั้น"":""ชั้น .1"",""Gridline"":""N/13""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C5"",""ชั้น"":""ชั้น .1"",""Gridline"":""E/2""}"
1757557347745-k46rxpam8,11/9/2568 09:22:27,-,C2,งานเสา,รูปแสดงจุดทาบหรือจุดต่อเสาที่สูงจากพื้นโครงสร้าง,--C2-รูปแสดงจุดทาบหรือจุดต่อเสาที่สูงจากพื้นโครงสร้าง-2025-09-11T02-22-23-199Z.jpg,https://drive.google.com/file/d/17w4iklPV8G5jxbEhVpvoIxaDUmi-HVJr/view,"SF Cinema, 403, Phra Phrom, จังหวัดนครศรีธรรมราช,","{""อาคาร"":""-"",""เสาเบอร์"":""C2"",""ชั้น"":""ชั้น .1"",""Gridline"":""N/13""}",,,,,"{""อาคาร"":""-"",""เสาเบอร์"":""C18"",""ชั้น"":""ชั้น .1"",""Gridline"":""G/18""}"
